NO,TYPE,PLATE_NO,OWNER NAME,ENGIN NO,SERIAL NO,TITLE CER NO,REG/ DATE,MAKE,MODEL,CAPACITY,ENG POWER HP,M/FA/ YEAR,FILE NO,REGION,CITY,WOREDA,KEBELE,P O Box,TELL,T/ S/No,DATE,DUTY,DATA,Remark,Edesate,EGED,EGED D,EGED N,BIR AMMOUNT,BANK B,Tin Number,Field1
,LOADER,ሥከ-LD-0227,Dire Dawa Adminstration Construction,KHX60090,CAT0950HVMXL01166,18414,16/12/08,Cat,950H,3.3,217,2014,5780-LD-02,DD,DD,,3,,0933266888/0251111463,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0228,Dire Dawa Adminstration Construction,KHX54372,CAT0950HVMXL01143,18415,16/12/08,Cat,950H,3,217,2014,5780-LD-01,DD,DD,,3,,0933266888/0251111463,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0229,Guder Ketema Astedader,1212F031145,15GL0120685,18727,10/02/09,XCMG,ZL50G,3,217,2012,5739-LD-01,Oromia,Oromia,Guder,1,,112820001,,,PAID,30/02/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0230,Amhara Road Works Enterprise,1212F033495,15GL0120758,17599,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-11,AM,AM,W.Gojam,13,,918340986,,,PAID,30/05/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0231,Amhara Road Works Enterprise,1212F031106,15GL0120693,17594,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-06,AM,AM,W.Gojam,13,,918340986,,,,03/02/15,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0232,Sendafa -Beke City Adm,C9128004200,CCN966T3181010143,19370,23/05/09,Power Plus,PP966T-111,3,220,2013,5895-LD-01,Oromiya,Oromya,,1,,116860617,,,PAID,24/05/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0233,Amhara Road Works Enterprise,1212E026314,15GL0120648,17598,27/07/08,XCMG,ZL50GN,3M*3,217HP,2012,2109-LD-10,Amhara,Semen Gonder,---,Adarkaye,---,0582201480/0582201711,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-0234,Amhara Road Works Enterprise,1212F031131,15GL0120688,17595,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-07,AM,AM,W.Gojam,13,,918340986,,,,03/02/15,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0235,Amhara Road Works Enterprise,1212F031139,15GL0120676,17596,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-08,AM,AM,W.Gojam,13,,918340986,,,PAID,30/05/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0236,Amhara Road Works Enterprise,1212F029948,15GL0120645,17597,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-09,AM,AM,W.Gojam,13,,918340986,,,PAID,30/05/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0237,Amhara Road Works Enterprise,1212F029823,15GL0120635,17600,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-12,AM,AM,W.Gojam,13,,918340986,,,,03/02/15,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0238,Amhara Road Works Enterprise,1212E026954,15GL0120641,17593,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-15,AM,AM,W.Gojam,13,,918340986,,,,04/02/15,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0239,Amhara Road Works Enterprise,1212G035447,15GL0120760,17592,21/07/08,XCMG,ZL50G,3,217,2012,2109-LD-04,AM,AM,W.Gojam,13,,918340986,,,,04/02/15,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0240,Amhara Road Works Enterprise,1212F033507,15GL0120694,17601,27/07/08,XCMG,ZL50G,3,217,2012,2109-LD-13,AM,AM,W.Gojam,13,,918340986,,,PAID,30/05/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0241,Development Bank Of Ethiopia,C9169001437,XUG0050GEGCB06703,19632,11/07/09,XCMG,ZL50GN,3,217,2016,6317-LD-02,AA,AA,Kirkos,17/58,1900,0115511188/89,,,FREE,18/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0242,Development Bank Of Ethiopia,C9169001362,XUG0050GEGCB06707,19631,11/07/09,XCMG,ZL50GN,3,217,2016,6317-LD-01,AA,AA,Kirkos,17/58,1900,0115511188/89,,,FREE,18/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0243,Ethiopian Electric Utility,1212A006450,15G0120800,19693,21/07/09,XCMG,ZL50G,3,217,2012,6329-LD-05,AA,AA,Arada,A.Ketema,1233,0111550811/12,,,FREE,26/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0244,Ethiopian Electric Utility,1212F031141,15GL0120680,19692,25/07/09,XCMG,ZL50G,3,217,2012,6329-LD-03,AA,AA,Arada,A.Ketema,1233,0111550811/12,,,FREE,26/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0245,Ethiopian Electric Utility,1212F031151,15GLD120698,19694,21/07/09,XCMG,ZL50G,3,217,2012,6329-LD-01,AA,AA,Arada,A.Ketema,1233,111550811,,,FREE,26/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0246,Ethiopian Electric Utility,1212G035147,15GL020752,19695,21/07/09,XCMG,ZL50G,3,217,2012,6329-LD-02,AA,AA,Arada,A.Ketema,1233,111550811,,,FREE,26/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0247,Ethiopian Electric Utility,1212G034948,15GL0120786,19696,21/07/09,XCMG,ZL50G,3,217,2012,6329-LD-04,AA,AA,Arada,A.Ketema,1233,0111550811/12,,,FREE,26/07/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0248,Development Bank Of Ethiopia,C916A001600,XUG0050GEGCB07948,19850,07/09/09,XCMG,ZL50GN,3,217,2017,6317-LD-03,AA,AA,Kirkos,17/58,1900,115533051,,,FREE,09/09/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0249,Development Bank Of Ethiopia,C916B001659,XUG0050GEGCB07940,19849,07/09/09,XCMG,ZL50GN,3,217,2017,6317-LD-04,AA,AA,Kirkos,17/58,1900,115533051,,,FREE,09/09/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0250,Development Bank Of Ethiopia,DE08TIS655281L00,DWGCWLBGKG1010708,19888,15/09/09,Doosan,DL300,3,217,2016,6317-LD-05,AA,AA,Kirkos,17/18,1900,0115511188/89*0913551321,,,FREE,17/09/09,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0251,Development Bank Of Ethiopia,1215H016670,SEM00655ES5500244,20418,05/01/10,SEM,SEM655D,3,217,2015,6317-LD-07,AA,AA,Kirkos,17/58,1900,0115511188/89,,,FREE,10/01/10,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0252,Development Bank Of Ethiopia,C9169001428,XUG0050GEGCB06737,20428,08/01/10,XCMG,ZL50GN,3,217,2017,6317-LD-08,AM,AM,Bogabor,-,92,961089982,,,FREE,09/01/10,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0253,Development Bank Of Ethiopia,C9169001364,XUG0050GTGCB06578,20442,09/01/10,XCMG,ZL50GN,3,217,2017,6317-LD-08,AA,AA,Kirkos,17/58,1900,251115511188,,,FREE,16/01/10,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0254,AMARA WATER WORK CONSTRUCTION,27203690,191,21579,12/08/10,SHANTUE,WZ30-25,1*0.3,92,2010,5360-LD-03,AMARA,BAHERDAR,BAHERDAR,14,106,582200480,,,FREE,18/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,LOADER,ሥከ-LD-0255,Development Bank Of Ethiopia,C9172000465,XUG0050GEHCB02433,21599,24/08/10,XCMG,ZL50GN,3,217,2017,6317-LD-01,AM,AM,Siqota,-,-,335402182,,,FREE,26/08/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,LOADER,ሥከ-LD-0256,Defence Construction Materials Manu,1217J007153,XUG0050GHCB10714,21712,21/09/10,XCMG,ZL50Gn,3,217,2017,6879-LD-02,AA,AA,kalite,9,3414,114342148,,,FREE,30/09/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,LOADER,ሥከ-LD-0257,Defence Construction Materials Manu,1217J007149,XUG0050GHHCB10713,21711,21/09/10,XCMG,ZL50Gn,3,217,2017,6879-LD-03,AA,AA,kalite,9,3414,114342148,,,FREE,30/09/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,LOADER,ሥከ-LD-0258,Defence Construction Materials Manu,1217J007156,XUG0050GHHCB10711,21710,21/09/10,XCMG,ZL50Gn,3,217,2017,6879-LD-01,AA,AA,kalite,9,3414,114342148,,,FREE,30/09/10,አዲስ ሊብሬ,2010/2011,,,,,,,
,LOADER,ሥከ-LD-0260,ETHIIOPIA LEMAT BANK,H00185669,HAR3DXSUJJ1609511,22307,15/02/11,JCB,3DX,"1m3,0.24m3",92,2018,6317-LD-15,AA,AA,KIRKOS,17/18,1900,0115511188/89,,,FREE,12/03/11,አዲስ ሊብሬ,2010/2011,,,,,,,
,LODER,ሥከ-LD-0262,ETHIOPIA LEMAT BANK,C9176001413,XUG0050GKHCBO7234,22660,01/06/11,XCMG,ZL50GN,3,217,2017,6317-LD-14,AMARA,MARKOS,,4,98,557711454,,,FREE,10/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LODER,ሥከ-LD-0263,ETHIOPIA LEMAT BANK,C9177001629,XUG0050GAHCB09247,22720,11/06/11,XCMG,ZL50GN,3,217,2017,6317-LD-018,DEBUBE,HAIK DAR,,GUDUMALE,12,0462124118/0911739945/0911095781,,,FREE,10/11/11,አዲስ ሊብሬ,2011/2012,,,,,,4466281,
,LOADER,ሥከ-LD-0264,OROMIA KILILE FIGENA BIRA KETEMA,1218H006685,XUG0050GCJCB13181,41,03/06/11,XCMG,ZL50GN,3,217HP,2018,7170-LD-01,OR,,,1,,257720059,,,FREE,29/12/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LODER,ሥከ-LD-0265,ETHIOPYA LEMAT BANK,758645,DXCCWNBFAHOO10426,39,13/07/11,DOOSAN,SD310,3,217,2017,6317-LD-09,AA,KIRKOS,,17-18,,115511188,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LOADER,ሥከ-LD-0266,Development Bank Of Ethiopia,C9186000904,XUG0050GCJCB10135,40,06/07/11,XCMG,ZL50GN,3,217,2018,6317-LD-10,Am,AM,-,Ashewa,46,582271084,,,FREE,21/10/11,አዲስ ሊብሬ,2011/2012,,,,,,7020,
,LODER,ሥከ-LD-0268,ADISS ABEBA MENGEDOCH BALESLTAN,C9185000735,XUG0600KAJCB12581,278,26/10/11,XCMG,LW600KN,3.5,234HP,2018,7281-LD-01,AA,LAFTO,,,-,113713400,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LOADER,ሥከ-LD-0270,ADISS ABEBA MENGEDOCH BALESLTAN,C9185000737,XUG0600KLJCB12611,280,26/10/11,XCMG,LW600KN,3.5,235,2018,7281-LD-03,AA,LAFTO,,,-,113713400,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LODER,ሥከ-LD-0271,ADISS ABEBA MENGEDOCH BALESLTAN,C9185000740,XUG0600KCJCB12473,281,26/10/11,XCMG,LW600KN,3.5,235,2018,7281-LD-04,AA,LAFTO,,,-,113713400,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LODER,ሥከ-LD-0272,ADDIS ABABA KETEMOCH BALESELTAN,C9185000769,XUGO600KEJCB12472,282,26/10/11,XCNG,NW600KN,3.4,235,2018,7281-LD-05,AA,LAFETO,,,,113713400,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LOADER,ሥከ-ld-0273,DESSIE CITY ADMINSTRATION,26598087,HHKHLCO4TC0001676,158,03/02/12,HYUNDAI,HL760-7A,3M,205HP,2016,7059-LD-01,AMHARA,DESSIE,,,,,,,FREE,03/02/12,አዲስ ሊብሬ,,,,,,,,
,DOSSAN wheel loader,ሥከ-LD-0274,DEVELOPMENT BANK ETHIOPIA,758654,DXCCWLBFLH0010427,542,11/12/12,DOSSAN,SD310,3M,217HP,2017,6317-LD-12,SNNPR,WOLIKETE,GUBRE,,,911786517,,,FREE,11/02/12,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0275,AA/A ROAD AUTHORITY,NM75621U311182D,HMK102BJC2B063762,668,27/02/12,HIDROMEK,HMK102B,1.1M,100HP,2018,7281-LD-01,AA,AA,N/Lafto,,,113713400,,,FREE,08/03/12,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0276,A/A/ROAD AUTHORITY,NM75621U311242D,HMK102BJK2B063760,699,27/02/12,HIDROMEX,HMK102B,1.1M,100HP,2018,7281-LD-02,AA,AA,N/Lafto,,,113713400,,,FREE,08/03/12,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0277,A/A ROAD AUTHORITY,NM75621U311231D,HMK102BJJ2B063761,670,27/02/12,HIDROMEI,HMK102B,1.1M,100HP,2018,7281-LD-03,AA,AA,N/Lafto,,,113713400,,,FREE,08/02/12,አዲስ ሊብሬ,,,,,,,,
,LODER,ሥከ-LD-0278,DEVEHOPMENT BNKEOF ETHIOPIA,655843L00,DXCCWLBFVH0010411,767,06/04/12,DOOSAN,SD310,3,217HP,2017,6317/LD/29,OROMIYA,LNEKEMIT,DADEBE,3,,576611241,,,FREE,,,,,,,,,,
,LODER,ሥከ-LD-0279,ADISS ABEBA MENGEDOCH BALESLTAN,C9185000736,XUG0600KLGCB12582,279,26/10/11,XCMG,LW600KN,3.5,235,2018,7281-LD-02,AA,LAFTO,,,-,113713400,,,FREE,09/11/11,አዲስ ሊብሬ,2011/2012,,,,,,,
,LODERE,ሥከ-LD-0280,ETYOPYA LEMATE BANK,1212F032677,15GL0120724,853,04/05/12,XCMG,ZL50GN,3,217,2012,7434-LD-05,JEJEGA,JEJEGA,,,,928909413,,,FREE,09/07/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0281,SOMALY KELELE MNEGDOCE CONSETRCION,1212F031117,15GL0120697,856,04/07/12,XCMG,ZL50G,3,217,2012,7434/LD/08,JEJEGA,JEJEGA,,7,,928909413,,,FREE,14/07/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0282,ETYOPYA LEMATE BANK,756592L00,DXCCWLBFH0010420,861,06/05/12,DISFD,SD310,3,217,2017,6317/LD/31,OROMYA,NEKMITE,,,,576611594,,,FREE,09/07/12,አዲስ ሊብሬ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0283,CHIRO CITY ADMINISTRATION,U676798E,B45111660,1210,19/10/12,BOBCAT,B730,1M*3,100HP,2019,7565/LD/01,OROMIA,CHIRO,,,,906794409,,,FREE,15/06/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0284,BATU KETEMA WATER SUPPLY,*U676814E*,BCTB451DAK0011659,1223,11/11/2002,BOBCAT,B730,1.1M*3,100HP,2019,7568/LD/01,OROMIA,BATU,,,,0464412497/0916841641,,,FREE,15/06/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0284,DEVELOPMENT BANK ETHIOPIA,C9172000406,XUG00GTHCB033939,1319,10/02/14,XCMG,ZL50GN,3M*3,217HP,2017,6317/LD/25,,AA,KIRKOS,,,0115511188/89,,,FREE,16/02/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0285,DEVELOPMENT BANK ETHIOPIA,864665,DXCCWLBFCJ0010509,1318,10/02/14,DOOSAN,SD310,3M*3,217HP,2017,6317/LD/26,,AA,KIRKOS,,,0115511188/89,,,FREE,16/02/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LODERE,ሥከ-LD-0285,ETYOPYA LEMATE BANK,C917C003290,XUG0050GHJCB01173,1237,02/10/12,XCMG,ZL50GN,3,217,2018,6317/LD/21,,,,,1900,911401404,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0286,DEVELOPMENT BANK ETHIOPIA,C9191000043,XUG0050GCKCB00861,1321,10/02/14,XCMG,ZL50GN,3M*3,217HP,2017,6317/LD/29,,AA,KIRKOS,,,0115511188/89,,,FREE,16/02/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0287,DEVELOPMENT BANK ETHIOPIA,C919000032,XUG0050GJKCB00857,1322,10/02/14,XCMG,ZL50GN,3M*3,217HP,2017,6317/LD/31,,AA,KIRKOS,,,0115511188/89,,,FREE,16/02/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0288,DEVELOPMENT BANK ETHIOPIA,761012,DXCCWLBFKH0010467,1323,10/02/14,DOOSAN,SD310,3M*3,217HP,2017,6317/LD/33,,AA,KIRKOS,,,0115511188/89,,,FREE,16/02/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LODERE,ሥከ-LD-0289,ETYOPYA LEMATE BANK,C919C001549,XUG0050GELCB03123,1331,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/63,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0290,ETYOPYA LEMATE BANK,C919C001546,XUG0050GCLCB03124,1332,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/55,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0292,ETYOPYA LEMATE BANK,C9201000078,C919C001545,1334,17/10/12,XCMG,ZL50GN,3,217,2020,6317/LD/59,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0293,ETYOPYA LEMATE BANK,C919C001548,XUG0050GTLCB03125,1335,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/58,AA,KIRKOS,,#ERROR!,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0294,ETYOPYA LEMATE BANK,C9201000078,XUG00S0GHLCB03122,1381,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/59,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0295,ETYOPYA LEMATE BANK,C919C001541,XUG0050GKLCB03127,1382,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/60,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0296,ETYOPYA LEMATE BANK,6,XUG0050GHLCB03119,1383,17/10/12,XCMG,ZLSAN,3,217,2020,6317/LD/61,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LODERE,ሥከ-LD-0297,ETYOPYA LEMATE BANK,C919BOO1395,XUG0050GPLCB03126,1384,17/10/12,XCMG,ZL50GN,3,217,2020,6317/LD/62,AA,KIRKOS,,17/18,1900,115541188,,,FREE,25/01/13,አዲስ ሊብሬ,2012/2013,,,,,,,
,LOADER,ሥከ-LD-0298,ISLAMIC AFFAIRS SUPREME COUNCIL OF ADDIS ABABA,CC202509,CAT0426FCEJ402254,1476,05/01/13,CAT,426F2,1.05M*3,93HP,2019,7780/LD/01,AA,KOLFE,,,,911414191,,,FREE,15/06/13,አዲስ ሊብሬ,2013/2014,,,,,,,
,ROLLER,ሥከ-LD-0301,OROMIA CONSTRUCTION CORPORATION,213078,NKJ0570TTHKH01416,1780,16/04/13,CASE,570T,1M*3,97,2017,026/LD/,AA,AA,AKAKI KALITI,,,0114390799/0911104576,,,FREE,08/06/13,አዲስ ሊብሬ,2013/2014,,,,,,1,
,ROLLER,ሥከ-LD-0302,OROMIA CONSTRUCTION CORPORATION,208227,NKJ0570TVHKH01276,1781,16/04/13,CASE,570T,1M*3,97,2017,026/LD/,AA,AA,AKAKI KALITI,,,114390799,,,FREE,08/06/13,አዲስ ሊብሬ,2013/2014,,,,,,1,
,ROLLER,ሥከ-LD-0303,OROMIA CONSTRUCTION CORPORATION,2130009,NKJ0570TAHKH01411,1782,16/04/13,CASE,570T,1M*3,97,2017,026/LD/01,AA,AA,AKAKI KALITI,,,114390799,,,FREE,08/06/13,አዲስ ሊብሬ,2013/2014,,,,,,1,
,LOADER,ሥከ-LD-0305,ETHIOPIA LEMAT BANK,C9177001687,XUG0050GECB007812,1794,08/01/13,XCMG,ZL50GN,3M*3,217HP,2017,6317/LD/17,DEBUB,WELAYTA,HAMBO,,,9115500678,,,FREE,12/06/13,አዲስ ሊብሬ,,,,,,,,
,LOADER,ሥከ-LD-0308,Amhara National Region Water Works Construction Enterprise,C0301510,1SG0031110,20001,24/07/13,XCMG,ZL50GN,3M*3,217HP,2012,1722-LD-09,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,LOADER,ሥከ-LD-0309,Amhara National Region Water Works Construction Enterprise,M3020800214,953*0800873,2006,24/07/13,XCMG,XG953II,3M*3,217HP,2008,1722-LD-06,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,LOADER,ሥከ-LD-0311,Water Works Construction Enterprise,EFL-68122359,168H120001,2066,07/08/13,XCMG,LW168G,0.9M*3,65HP,2012,026-LD-01,AA,AA,Bole,14/15,1008,0116613022/0116461160,,,FREE,,,,የባንክ ቤት,20/04/98,1637/05,48.755.851,ኢትዮጲ ያ ንግድ ባንክ,,
,LOADER,ሥከ-LD-0313,GONDAR TOWN WATER SUPPLY & SEWERAGE SERVICE,CC202169,CAT0426FCEJ401936,2197,07/10/13,CAT,426F2,1M*3,-,2019,7847/LD/01,GONDER,ZOBLE,,,,967134457,,,FREE,07/10/13,አዲስ ሊብሬ,2013/2014,,,,,,,
,LOADER,ሥከ-LD-0314,MEKANESELAM KETEMA ASTEDADER,1220B001104,VLG956FCLD621534,2259,29/08/13,SDLG,LG956L,3M*3,217HP,2020,7994/LD/01,AMHARA,MEKANESELAM,,,,967185341,,,FREE,29/10/13,አዲስ ሊብሬ,2013/2014,,,,,,,
,LOADER,ሥከ-LD-0316,ETH.CON DESIGN & SUPER WORKS CORP,1212G035763,15G0120787,2472,20/12/13,XCMG,ZL50GN,3M*3,217HP,2012,7962/LD/02,AA,BOLE,,,,116614501,,,FREE,07/01/14,አዲስ ሊብሬ,,,,,,,48703199,
,LOADER,ሥከ-LD-0320,Amhara National Region Water Works Construction Enterprise,B409016373,953*0901434,3597,24/07/14,XGMA,XG953,3M*3,217HP,2009,1722-LD-16,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,27/11/14,አዲስ ሊብሬ,2014/2015,,,,,,1003525,
,LOADER,ሥከ-LD-0329,Amhara National Region Water Works Construction Enterprise,B409018373,953*0901432,3596,24/07/14,XGMA,XG953,3M*3,217HP,2009,1722-LD-15,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,27/11/14,አዲስ ሊብሬ,2014/2015,,,,,,1003525,
,LOADER,ሥከ-LD-0331,Amhara National Region Water Works Construction Enterprise,B409018369,9530901431,3598,24/07/13,XGMA,XG953,3M*3,217HP,2012,1722/LD/17,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,LODER,ሥከ-LD-0333,DEVEHOPMENT BNKEOF ETHIOPIA,C9178001792,XUG0050GJHCB10040,3235,29/06/14,XCMG,ZL50GN,3M*3,217HP,2017,6317/LD/01AA,AA,KIRKOS,,,,911992652,,,FREE,13/12/14,NEW,2014/2015,,,,,,,
,LODERE,ሥከ-LD-0335,Development Bank Of Ethiopia,C9191000034,XUG0050GJKCB00860,3312,17/12/14,XCMG,ZL50GN,3,217,2019,6317/LD/21,AA,KIRKOS,,17/18,1900,115541188,,,FREE,30/12/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LODERE,ሥከ-LD-0336,Development Bank Of Ethiopia,C9191000039,XUG0050GVKCB00859,3335,17/12/14,XCMG,ZL50GN,3,217,2019,6317/LD/20,AA,KIRKOS,,17/18,1900,115541188,,,FREE,30/12/14,አዲስ ሊብሬ,2014/2015,,,,,,,
,LOADER,ሥከ-LD-0338,ETHIOPIAN ROAD ADMINSTRATION,759435,CWLBG010785,3728,19/04/15,DOOSAN,DL300A,3M*3,212HP,2017,8197/LD/01,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,09/03/15,TRANSFER,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,LOADER,ሥከ-LD-0339,ETHIOPIAN ROAD ADMINSTRATION,5GG12129,CRD01961,3733,19/04/15,CAT,938G,2.8,160HP,2006,8197/LD/02,AA,AA,N/Lafto,10/18,1182,114426332,,,FREE,09/03/15,TRANSFER,,የባንክ ቤት,01/03/96,585/96,7.500.000,WEGAGEN BANK,,
,LOADER,ሥከ-LD-0341,ETH.CON DESIGN & SUPER WORKS CORP,68122383,168H120004,3762,25/02/15,XCMG,LW168G,0.9M*3,99HP,2012,7962/LD/03,AA,BOLE,,,,116614501,,,FREE,05/03/15,NEW,2015/2016,,,,,,48703199,
,LOADER,ሥከ-LD-0342,Development Bank Of Ethiopia,74764,DXCCWLBFEL0020077,3865,26/03/15,DISD,SD310,3,217,2021,6317/LD/60,AMHARA,GONDER,,,,,,,FREE,05/04/15,NEW,2015/2016,,,,,,,
,LOADER,ሥከ-LD-0344,YABELO CITY ADMINISTRATION,87555206,CCN948T1181010223,3914,20/02/15,POWERPLUS,PP948T-111,2.5,130HP,2013,8128/LD/01,DEBEU,YABELO,,,,911093423,,,FREE,18/04/15,NEW,,,,,,,,
,LOADER,ሥከ-LD-0345,Addis Ababa Water & Sewerage Authority,1221E005951,DXCCWLBCPM0020379,3935,19/04/15,DOOSAN,SD300,3,217HP,2021,350-LD-05,AA,AA,Bole,08/09,1505,116623672,,,PAID,01/06/15,NEW,,,,,,,,
,LOADER,ሥከ-LD-169,Amhara National Region Water Works Construction Enterprise,B409018365,953*0901430,2021,24/07/13,XCMG,XG953III,3M*3,217HP,2009,1722-LD-17,Amarha,Bahir Dar,Bahir Dar,---,106,582200480,,,FREE,30/07/13,አዲስ ሊብሬ,2013/2014,,,,,,1003525,
,LOADER,ሥከ-LD-208,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*BMA36645*,*CAT0938GKPHN02799*,13793,27/09/06,CATERPILLAR,938G-series II,3,179,2006,4481-LD-01,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
,LOADER,ሥከ-LD-209,ETHIOPIAN ROAD CONSTRUCTION CORPORA,*BMA36563*,*CAT0938GCPHN02806*,13794,27/09/06,CATERPILLAR,938G-series II,3,179,2006,4481-LD-02,AA,AA,KIRKOS,6,8812,115150312,,,FREE,,,,,,,,,,
